date,gross,net,turnover,cost_fraction,equity_weight
2020-07-27,0.0,0.0,0.0,0.0,0.0
2020-07-28,0.0,-0.0009990009990009652,0.999000999000999,0.000999000999000999,0.600442899795628
2020-07-29,-0.00154658314362146,-0.0015473038061861732,0.000721778855804267,7.217788558042671e-07,0.6001398821742836
2020-07-30,0.00696499021334847,0.006960290911475209,0.0046667976731173955,4.666797673117396e-06,0.6010980412448971
2020-07-31,0.00523612440053527,0.005235142554684824,0.0009767315624435446,9.767315624435446e-07,0.6023814100083096
2020-08-03,0.004666018346101525,0.00466043246656378,0.005559936770773655,5.559936770773655e-06,0.6059294130464422
2020-08-04,-0.008915566240180415,-0.008921692781473589,0.0061816542410986774,6.181654241098678e-06,0.6051236334619515
2020-08-05,-0.003957211875909138,-0.003965520622109642,0.0083417562975584,8.3417562975584e-06,0.6080985978288816
2020-08-06,-0.0008840083925556372,-0.0009202683476147167,0.036292037524846665,3.6292037524846665e-05,0.6261022763807688
2020-08-07,-0.0022479296135080405,-0.0023787545719538006,0.13111970631655884,0.00013111970631655883,0.6912423061543678
2020-08-10,0.0017070610521906586,0.0014996121956243336,0.20709533219068546,0.00020709533219068546,0.7947795319035977
2020-08-11,-0.00046462331702828156,-0.00047557726795954824,0.010959042758134613,1.0959042758134613e-05,0.799768988178376
2020-08-12,0.0023276340729572347,0.002326579001252549,0.0010526215868850441,1.0526215868850442e-06,0.7999811014431324
2020-08-13,0.002387113179500577,0.002385204053343637,0.0019045797097339834,1.9045797097339834e-06,0.7999961617353706
2020-08-14,0.004574473448082059,0.004572982709081463,0.0014839507074908276,1.4839507074908276e-06,0.7999942016251169
2020-08-17,-0.0070635107666491195,-0.0070640315621629535,0.0005245003275092808,5.245003275092808e-07,0.7999890106375214
2020-08-18,-0.00924349870077805,-0.00924649334972838,0.0030225882408247418,3.0225882408247418e-06,0.7998701949467716
2020-08-19,-0.0022819303297759693,-0.0022825783762031593,0.0006495286062037642,6.495286062037641e-07,0.7997492725113737
2020-08-20,-0.003663508506291883,-0.003665022742381119,0.0015198039037024602,1.5198039037024602e-06,0.7999389520495537
2020-08-21,-0.0014880337546688814,-0.001488371889302842,0.0003386385395257596,3.386385395257596e-07,0.7998475052247402
2020-08-24,0.0043980674022443345,0.004394934670925554,0.003119013686420341,3.119013686420341e-06,0.7998071749114912
2020-08-25,-0.0019377302531754877,-0.0019381764547181657,0.0004470678396892025,4.470678396892025e-07,0.7999825272593875
2020-08-26,-0.0008539102831054937,-0.0008543169274899398,0.00040699191910215093,4.0699191910215095e-07,0.7999979523673455
2020-08-27,0.001538761681934103,0.0015381671329115498,0.0005936355587765896,5.936355587765896e-07,0.7999977105250416
2020-08-28,0.006187976041101973,0.0061733155090852865,0.014570370910493763,1.4570370910493763e-05,0.7935050227893821
2020-08-31,-0.0039100029077762,-0.0039176645099472385,0.0076916766490659205,7.69167664906592e-06,0.7966821473434943
2020-09-01,-0.00019277958391322625,-0.0001996371174538547,0.00685885578797335,6.8588557879733505e-06,0.7999999180553311
2020-09-02,0.0005324744960067384,0.00041302845797153154,0.11938246991460497,0.00011938246991460497,0.7400148369746377
2020-09-03,-0.0011510308216284917,-0.0014075895891694223,0.25685441488912764,0.00025685441488912766,0.6108245324962083
2020-09-04,0.0019535355322228233,0.001929926033204854,0.02356346694796141,2.3563466947961408e-05,0.6002392968014744
2020-09-07,-0.007675231775796301,-0.007679105668643049,0.0039038558451628957,3.903855845162896e-06,0.6000419852487262
2020-09-08,-0.003511048873571246,-0.0035161437609249058,0.0051128387804506015,5.112838780450601e-06,0.6000031535399268
2020-09-09,-0.003371820105692405,-0.003374066300857126,0.0022537945545775817,2.253794554577582e-06,0.600000392515474
2020-09-10,-0.0022590408752342053,-0.002262499960841491,0.0034669175156157306,3.4669175156157306e-06,0.6000005587045429
2020-09-11,-0.001454044203363975,-0.0014564518427904183,0.0024111453383448,2.4111453383448e-06,0.6000007672502793
2020-09-14,-0.00387551025645458,-0.0038804684391290367,0.0049774729217774705,4.977472921777471e-06,0.6000012660256754
2020-09-15,0.0003294696781772792,0.00032943307815624934,3.658796632716177e-05,3.658796632716177e-08,0.6000012686126536
2020-09-16,-0.004648415607618371,-0.00465096027870604,0.0025565550179575958,2.5565550179575957e-06,0.6000025340764844
2020-09-17,0.0021590583487723944,0.0021579385803836004,0.0011173559521812093,1.1173559521812093e-06,0.6000021009130481
2020-09-18,0.003761353964940517,0.003759375837028678,0.001970715353869612,1.970715353869612e-06,0.6000015853839358
2020-09-21,0.001164008401463415,0.00116051412777618,0.003490211052317338,3.490211052317338e-06,0.6000708195690766
2020-09-22,-0.0006515271217582951,-0.0006520115354500255,0.0004847295060381174,4.847295060381174e-07,0.6001671575734716
