date,0,1,2
2015-03-26,0.053460652204913986,0.9465393477704038,2.4682604671695563e-11
2015-03-27,0.192541800608835,0.8074228933150518,3.530607611193649e-05
2015-03-30,0.21337149018609178,0.7866254774823083,3.0323315999287773e-06
2015-03-31,0.3284228680507675,0.6715771317977475,1.5148523555122647e-10
2015-04-01,0.4256522928159729,0.5743477071834318,5.947363447197765e-13
2015-04-02,0.9875253409858589,0.012474659014139177,1.3526024693584037e-15
2015-04-03,0.8053701123093603,0.1946298876532892,3.7350689078025656e-11
2015-04-06,0.5345183480012136,0.46548163354586447,1.8452922954094118e-08
2015-04-07,0.6191650853327991,0.38083490254724445,1.2119956027850205e-08
2015-04-08,0.9997026338496764,0.0002973661503226159,3.906426649626293e-22
2015-04-09,0.9999957531913397,4.246808661931584e-06,3.247879680367838e-30
2015-04-10,0.9999911274035943,8.872596404807489e-06,3.415978185580435e-24
2015-04-13,0.9999848565535736,1.5143446426702135e-05,1.4698669038837186e-32
2015-04-14,0.9998740709952456,0.00012592900475342906,4.7457914889456484e-23
2015-04-15,0.9999750151527947,2.498484720356418e-05,2.0745164681693778e-18
2015-04-16,0.999992097236666,7.90275894449718e-06,4.389623567331624e-12
2015-04-17,0.9999714099019603,2.8590098039933386e-05,6.746261068530123e-16
2015-04-20,0.999998922349908,1.077650090921342e-06,1.9547422304326073e-39
2015-04-21,0.9999950783068211,4.921693177789138e-06,6.226614119534958e-25
2015-04-22,0.9999980975514453,1.9024485559193372e-06,3.9288792720785243e-28
2015-04-23,0.9999931709964341,6.829003567168036e-06,6.097052338595648e-31
2015-04-24,0.9999979131347093,2.086865290122643e-06,5.959420532191148e-28
2015-04-27,0.9999969349485488,3.065051450940964e-06,1.5053841389692746e-18
2015-04-28,0.9999959428323337,4.056704633832839e-06,4.630309633624863e-10
2015-04-29,0.9999916389583475,8.361004230522821e-06,3.742251390916306e-11
2015-04-30,0.9997977409009493,0.00020220962340801053,4.947564232752342e-08
2015-05-01,0.9999694162979448,3.05837020549063e-05,1.6529419521100282e-18
2015-05-04,0.9999909004012633,9.099488060121676e-06,1.1067501827141888e-10
2015-05-05,0.9999917925155356,8.207473444280262e-06,1.1020422374951153e-11
2015-05-06,0.9999887972162753,1.1202783708561354e-05,1.4992607996452128e-14
2015-05-07,0.9998676149395762,0.0001323850604227966,1.047279146666171e-16
2015-05-08,0.9987006275715561,0.0012993692364124025,3.1920320835841913e-09
2015-05-11,0.9975830891382915,0.002416910857252009,4.4561461547990216e-12
2015-05-12,0.9978700444306488,0.0021299555693520492,1.066491966646066e-16
2015-05-13,0.9982524530794097,0.0017475469205888603,3.453580265231818e-20
2015-05-14,0.9898933666189585,0.010106633381040321,1.2260251216758245e-17
2015-05-15,0.9892249997601367,0.010775000190753342,4.911161981429139e-11
2015-05-18,0.9352794534156791,0.06472054658282775,1.4947737076769912e-12
2015-05-19,0.9160284239736382,0.08397157602636353,3.5226840950963057e-20
2015-05-20,0.32189470184051266,0.6781052981594886,6.48799674373596e-22
2015-05-21,0.3109970800638282,0.6890029124856722,7.4504995740270815e-09
2015-05-22,0.7889470524100528,0.2110529475899458,1.779849359543713e-18
2015-05-25,0.9868433984297916,0.013156601570196972,1.241969939904352e-14
2015-05-26,0.9999857367062224,1.4263293778165469e-05,1.1452369464195418e-28
2015-05-27,0.9996821947162985,0.0003178052836998097,1.4213433740087613e-29
2015-05-28,0.9999876206380982,1.23793619019868e-05,2.8138686524809515e-30
2015-05-29,0.9999865820723625,1.3417927639197985e-05,1.5051662926473514e-24
2015-06-01,0.999952644935963,4.735506403666649e-05,4.705893769357533e-28
2015-06-02,0.9999892499336102,1.0750066388320321e-05,1.4548591034089988e-23
2015-06-03,0.9988599526486421,0.0011400473513587606,1.534719580436871e-29
2015-06-04,0.9953978056223777,0.00460219437762408,1.8871000029927927e-19
2015-06-05,0.9935657477298748,0.006434252270127708,4.182963058207613e-44
2015-06-08,0.9749743522387431,0.02502564776125745,2.975312533527507e-33
2015-06-09,0.996957429118236,0.0030425708817652204,3.57184235854569e-29
2015-06-10,0.9999659215244887,3.4078475512590866e-05,1.040220051809096e-27
2015-06-11,0.9999750685743027,2.493142569633983e-05,1.2286567916615117e-26
2015-06-12,0.9984558233953934,0.001544176604606531,3.306605360430269e-21
2015-06-15,0.9999461965525108,5.38034474800478e-05,1.0094974389908782e-14
2015-06-16,0.9999580060336213,4.199396637801246e-05,1.996171652414555e-22
2015-06-17,0.9999967803115088,3.2196883598592587e-06,1.3179572304431921e-13
2015-06-18,0.9999965608993711,3.439100630083119e-06,8.611259492481288e-18
2015-06-19,0.9999941218298819,5.878170119512826e-06,2.9348931857846517e-24
2015-06-22,0.9999906172343923,9.38276560837241e-06,3.5894979705270055e-19
2015-06-23,0.9998848305727391,0.00011516942664676956,6.157796202359381e-13
2015-06-24,0.9999953139765496,4.686023449351189e-06,2.401387605757103e-18
2015-06-25,0.9999548694810252,4.513051897510886e-05,1.4295365977435707e-20
2015-06-26,0.9999962327973517,3.767202649499906e-06,1.5453048799489997e-26
2015-06-29,0.999997927248503,2.072751497581365e-06,1.1192310303129594e-24
2015-06-30,0.9999686584456539,3.134155434355147e-05,3.924243939706688e-15
2015-07-01,0.9999929929049683,7.007095031638527e-06,4.648859354970976e-31
2015-07-02,0.9999997361607306,2.638392695828437e-07,5.262750740448911e-24
2015-07-03,0.999990659482374,9.340517626818858e-06,1.6242324623491842e-17
2015-07-06,0.9999877076453632,1.229235463613842e-05,2.7531600178300634e-24
2015-07-07,0.999992769685411,7.230314588914352e-06,5.4238885944002714e-17
2015-07-08,0.999991639586892,8.360349413464375e-06,6.369428639738454e-11
2015-07-09,0.9999961680072738,3.831992725695029e-06,2.654821749411696e-22
2015-07-10,0.9999945347824669,5.465217532416718e-06,5.879052003490618e-16
2015-07-13,0.999969645689928,3.035430950621744e-05,5.663640616459268e-13
2015-07-14,0.9999727262017949,2.7273750796766244e-05,4.740793268190642e-11
2015-07-15,0.9995854529094239,0.0004145470905744647,3.6458662439030964e-25
2015-07-16,0.9933720391424429,0.006627960857551581,4.703915568143677e-15
2015-07-17,0.9988595320093356,0.001140467990664638,1.3160885425982989e-15
2015-07-20,0.9958476473688833,0.00415235263111667,2.4207455883178536e-20
2015-07-21,0.9886409626402145,0.011359037359785763,4.624926773361768e-19
2015-07-22,0.9846900165767298,0.015309983242671082,1.8059784865994946e-10
2015-07-23,0.9998806718928829,0.00011932810709247931,2.455877239200674e-14
2015-07-24,0.9999027083202355,9.729167976358648e-05,1.0408766027929451e-16
2015-07-27,0.9999822882588798,1.771174112038748e-05,8.725787448346475e-19
2015-07-28,0.9999962335374787,3.7664625221681297e-06,1.330697430651544e-32
2015-07-29,0.9999932075967493,6.79240324995184e-06,3.2906259744900105e-20
2015-07-30,0.9999957970904207,4.202909566917111e-06,1.1717369170229981e-14
2015-07-31,0.9999835636125269,1.6436387473054042e-05,2.4363177199921764e-16
2015-08-03,0.9999964810911742,3.5189049413087303e-06,3.8847636204286055e-12
2015-08-04,0.9999927603612747,7.239638724037402e-06,4.6680381568237653e-20
2015-08-05,0.9999862279346164,1.377206518872267e-05,1.9448353315654263e-13
2015-08-06,0.9998904656497838,0.00010953435021667077,8.585725948022047e-26
2015-08-07,0.9999752729253483,2.4727074650116423e-05,8.384586346963802e-21
