date,gross,net,turnover,cost_fraction,equity_weight
2020-07-27,0.0,0.0,0.0,0.0,0.0
2020-07-28,0.0,-0.0009990009990009652,0.999000999000999,0.000999000999000999,0.6
2020-07-29,-0.0015466896822276864,-0.0015468051683066308,0.00011566497672199638,1.1566497672199638e-07,0.6
2020-07-30,0.006963058443371839,0.0069564283271288385,0.00658426958886088,6.58426958886088e-06,0.6
2020-07-31,0.005227968922937931,0.005224403107585207,0.003547270333848662,3.5472703338486624e-06,0.6
2020-08-03,0.004658352408173849,0.004656806942978875,0.0015382992548249041,1.5382992548249042e-06,0.6
2020-08-04,-0.008819651512255344,-0.008827414483576712,0.007832047248605312,7.832047248605313e-06,0.6
2020-08-05,-0.003931650866389979,-0.003934045032813915,0.0024036166052045504,2.4036166052045506e-06,0.6
2020-08-06,-0.0008790201662900454,-0.0008793157569446652,0.00029585071333532165,2.9585071333532164e-07,0.6
2020-08-07,-0.0021984342672958456,-0.0021993442651532247,0.0009120028356465748,9.120028356465748e-07,0.6
2020-08-10,0.0017376751094313025,0.0017375140897275543,0.00016074038925595335,1.6074038925595335e-07,0.6
2020-08-11,0.00012426036934116706,0.00012280945894427298,0.001450730128563893,1.4507301285638929e-06,0.6
2020-08-12,0.001404718538529126,0.0014025005362345855,0.0022148909960106877,2.214890996010688e-06,0.6
2020-08-13,0.0011759552370854906,0.001173047601801036,0.0029042200516775085,2.9042200516775087e-06,0.6
2020-08-14,0.0036458131243333187,0.0036435838509274454,0.0022211754153472762,2.221175415347276e-06,0.6
2020-08-17,-0.006731392228824596,-0.006732189177035441,0.0008023491375294123,8.023491375294123e-07,0.6
2020-08-18,-0.007223768047001355,-0.007228614697601499,0.00488191643213759,4.88191643213759e-06,0.6
2020-08-19,-0.0017264816015938322,-0.0017278152775687117,0.001335982524212631,1.335982524212631e-06,0.6
2020-08-20,-0.002954331547350497,-0.002956035367687959,0.0017088689028680326,1.7088689028680327e-06,0.6
2020-08-21,-0.0011626083142147303,-0.0011633894175226978,0.0007820124821067975,7.820124821067976e-07,0.6
2020-08-24,0.0024944606575126645,0.0024898876005747805,0.0045616780114943745,4.561678011494375e-06,0.6
2020-08-25,-0.0018775542900635988,-0.001877698822844165,0.00014480465912181106,1.4480465912181108e-07,0.6
2020-08-26,-0.0011271336779086205,-0.0011277896025336798,0.0006566647739777443,6.566647739777442e-07,0.6
2020-08-27,0.0019108738760721612,0.0019099809762428421,0.0008911968646408974,8.911968646408974e-07,0.6
2020-08-28,0.005196622480108059,0.005194242728374876,0.0023674489945280652,2.3674489945280654e-06,0.6
2020-08-31,-0.003120685973228521,-0.0031226435263909114,0.001963681194798672,1.963681194798672e-06,0.6
2020-09-01,-5.4729158679278624e-05,-5.506600142191065e-05,0.0003368611786773723,3.368611786773723e-07,0.6
2020-09-02,0.0009358134696858756,0.0009348456493165624,0.0009669155168092747,9.669155168092747e-07,0.6
2020-09-03,-0.0005756302726596995,-0.0005776024710500982,0.0019733343012496296,1.9733343012496295e-06,0.6
2020-09-04,0.0018990540994892502,0.0018966377070044338,0.002411812322776652,2.411812322776652e-06,0.6
2020-09-07,-0.007673104470019098,-0.007677370730939659,0.004299249511175218,4.299249511175218e-06,0.6
2020-09-08,-0.003510596353223793,-0.0035157687968819795,0.0051906659912635544,5.190665991263554e-06,0.6
2020-09-09,-0.0033718053093241052,-0.003374057012737186,0.002259321404997461,2.2593214049974608e-06,0.6
2020-09-10,-0.0022590380463040956,-0.002262496801485603,0.0034665863318940615,3.4665863318940615e-06,0.6
2020-09-11,-0.0014540414008721966,-0.001456448625021478,0.0024107294496148457,2.4107294496148456e-06,0.6
2020-09-14,-0.0038755023311047633,-0.003880459523475266,0.004976478725311928,4.976478725311928e-06,0.6
2020-09-15,0.00032946977471755013,0.00032943317983247233,3.6582832090459316e-05,3.658283209045932e-08,0.6
2020-09-16,-0.004648408887503441,-0.004650951042632467,0.0025540272921676377,2.554027292167638e-06,0.6
2020-09-17,0.002159064266173116,0.0021579436273893027,0.0011182244653329398,1.11822446533294e-06,0.6
2020-09-18,0.0037613453131144503,0.003759368216890824,0.001969687548607768,1.9696875486077683e-06,0.6
2020-09-21,0.0011639964047023721,0.001160363469430159,0.0036287114649678487,3.628711464967849e-06,0.6
2020-09-22,-0.0006514840431736334,-0.0006517759622884922,0.00029210941949697755,2.9210941949697757e-07,0.6
2020-09-23,-0.0012789662017657964,-0.001280896388737296,0.0019326587767231063,1.932658776723106e-06,0.6
2020-09-24,0.0006541654273747977,0.0006535249429562295,0.0006400657096232165,6.400657096232165e-07,0.6
2020-09-25,0.0014713918443263196,0.0014705270949706417,0.0008634788399614624,8.634788399614624e-07,0.6
2020-09-28,-0.007006671449171909,-0.0070121908525458965,0.0055583488986074014,5.558348898607401e-06,0.6
2020-09-29,-0.0010107269686285391,-0.001011130620420464,0.0004040601864108151,4.040601864108151e-07,0.6
2020-09-30,-0.0010431819304609568,-0.0010437353826077134,0.0005540301010195647,5.540301010195647e-07,0.6
2020-10-01,-0.004162629927921535,-0.004166719113227746,0.004106278222938464,4.106278222938464e-06,0.6
2020-10-02,-0.0006021546954869451,-0.0006031618492970958,0.001007760637963595,1.007760637963595e-06,0.6
2020-10-05,-0.00018953706828366286,-0.00019180543709140796,0.0022687988292166006,2.268798829216601e-06,0.6
2020-10-06,0.0010443178541154285,0.0010436414865686583,0.0006756619410598907,6.756619410598908e-07,0.6
2020-10-07,-0.002809476331422367,-0.0028122783875733637,0.002809950640794645,2.809950640794645e-06,0.6
2020-10-08,-0.0002769264474625999,-0.00027692670835843813,2.6096812111298107e-07,2.6096812111298106e-10,0.6
2020-10-09,-0.003318153263536172,-0.0033193396237078954,0.0011903098021407987,1.1903098021407987e-06,0.6
2020-10-12,-0.002021105837783188,-0.00202190024816451,0.0007960192203904648,7.960192203904649e-07,0.6
2020-10-13,-0.007429746417271965,-0.007433653839709731,0.003936670904226058,3.936670904226058e-06,0.6
2020-10-14,0.0031068967086659515,0.003104924382644647,0.001966217187714725,1.966217187714725e-06,0.6
2020-10-15,-0.0025227363130338794,-0.0025249770014563744,0.0022463553848319773,2.2463553848319775e-06,0.6
2020-10-16,-6.213748755006252e-05,-6.335291961212519e-05,0.0012155075906358226,1.2155075906358226e-06,0.6
2020-10-19,0.0007390436521815591,0.0007381465292455314,0.000896460412482869,8.96460412482869e-07,0.6
2020-10-20,-0.0024540500291232222,-0.002456023090643966,0.001977915424097476,1.9779154240974763e-06,0.6
2020-10-21,0.0015220930957338561,0.0015203241516332788,0.0017662556949924468,1.7662556949924468e-06,0.6
2020-10-22,-0.0017483588475590839,-0.0017487536095444067,0.00039545337969409955,3.9545337969409955e-07,0.6
2020-10-23,0.0003913798610645004,0.00038742129798308156,0.003957014385525315,3.957014385525315e-06,0.6
